Year,Sector Code,Economic Sector,EAV Code,Waste Description,Number Of Companies,Amount Of Waste Generated (1000t)
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-05,"Waste from petroleum refining, natural gas purification",,
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-06,Waste from inorganic chemical processes,15.0,0.1
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-07,Waste from organic chemical processes,50.0,2.4
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",132.0,7.4
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-09,Waste from the photographic industry,,
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-10,Waste from thermal processes,143.0,157.9
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-11,Waste from chemical surface treatment,10.0,0.1
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-12,Waste from mechanical shaping processes,54.0,1.8
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-13,Oil waste and liquid fuel waste,101.0,2.8
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-14,"Waste from organic solvents, coolants",23.0,0.1
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-15,"Packaging waste, absorbents, wipes",307.0,36.1
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-16,Waste not included elsewhere in the inventory,95.0,3.8
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-17,construction and demolition waste,183.0,52.6
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-18,Waste from medical supplies,,
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-19,Waste from waste treatment plants e.g.,40.0,79.8
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-20,Municipal waste (household waste and similar waste),329.0,34.8
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-99,Hazardous waste,,
2018,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",,In total,348.0,3582.6
2018,WZ08-17-03,Paper And Printing Trades,EAV-01,waste from the extraction of mineral resources,,
2018,WZ08-17-03,Paper And Printing Trades,EAV-02,"Waste from agriculture, forestry, etc.",49.0,1.0
2018,WZ08-17-03,Paper And Printing Trades,EAV-03,"Waste from woodworking, etc.",303.0,4423.8
2018,WZ08-17-03,Paper And Printing Trades,EAV-04,"Waste from the leather, fur and textile industries",10.0,7.5
2018,WZ08-17-03,Paper And Printing Trades,EAV-05,"Waste from petroleum refining, natural gas purification",,
2018,WZ08-17-03,Paper And Printing Trades,EAV-06,Waste from inorganic chemical processes,63.0,3.5
2018,WZ08-17-03,Paper And Printing Trades,EAV-07,Waste from organic chemical processes,185.0,21.4
2018,WZ08-17-03,Paper And Printing Trades,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",638.0,55.0
2018,WZ08-17-03,Paper And Printing Trades,EAV-09,Waste from the photographic industry,277.0,18.9
2018,WZ08-17-03,Paper And Printing Trades,EAV-10,Waste from thermal processes,31.0,242.3
2018,WZ08-17-03,Paper And Printing Trades,EAV-11,Waste from chemical surface treatment,52.0,0.7
2018,WZ08-17-03,Paper And Printing Trades,EAV-12,Waste from mechanical shaping processes,123.0,6.8
2018,WZ08-17-03,Paper And Printing Trades,EAV-13,Oil waste and liquid fuel waste,368.0,3.6
2018,WZ08-17-03,Paper And Printing Trades,EAV-14,"Waste from organic solvents, coolants",239.0,9.2
2018,WZ08-17-03,Paper And Printing Trades,EAV-15,"Packaging waste, absorbent masses, wipes",943.0,574.5
2018,WZ08-17-03,Paper And Printing Trades,EAV-16,Waste not included elsewhere in the inventory,330.0,9.2
2018,WZ08-17-03,Paper And Printing Trades,EAV-17,construction and demolition waste,509.0,101.6
2018,WZ08-17-03,Paper And Printing Trades,EAV-18,Waste from medical care,3.0,0.0
2018,WZ08-17-03,Paper And Printing Trades,EAV-19,Waste from waste treatment plants e.g.,158.0,113.7
2018,WZ08-17-03,Paper And Printing Trades,EAV-20,Municipal waste (household waste and similar waste),1005.0,959.5
2018,WZ08-17-03,Paper And Printing Trades,EAV-99,Hazardous waste,,
2018,WZ08-17-03,Paper And Printing Trades,,In total,1039.0,6552.3
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-01,waste from the extraction of mineral resources,,
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-02,"Waste from agriculture, forestry, etc.",8.0,0.2
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-03,"Waste from wood processing, etc.",,
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-04,"Waste from the leather, fur and textile industries",,
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-05,"Waste from petroleum refining, natural gas purification",22.0,40.8
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-06,Waste from inorganic chemical processes,15.0,40.7
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-07,Waste from organic chemical processes,26.0,12.2
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",11.0,0.1
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-09,Waste from the photographic industry,,
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-10,Waste from thermal processes,10.0,166.0
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-11,Waste from chemical surface treatment,6.0,0.1
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-12,Waste from mechanical shaping processes,26.0,5.8
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-13,waste oil and liquid fuel waste,38.0,19.2
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-14,"Waste from organic solvents, coolants",15.0,0.4
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-15,"Packaging waste, absorbent masses, wipes",48.0,5.5
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-16,Waste not included elsewhere in the inventory,39.0,26.0
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-17,Construction and demolition waste,38.0,133.6
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-18,Waste from medical supplies,4.0,0.0
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-19,"Waste from waste treatment plants, etc.",21.0,25.9
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-20,Municipal waste (household waste and similar waste),47.0,10.0
2018,WZ08-19,Coking Plant And Petroleum Processing,EAV-99,Hazardous waste,,
2018,WZ08-19,Coking Plant And Petroleum Processing,,In total,50.0,486.5
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-01,Waste from the extraction of mineral resources,27.0,927.0
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-02,"Waste from agriculture, forestry, etc.",233.0,429.3
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-03,"Waste from woodworking, etc.",69.0,23.7
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-04,"Waste from the leather, fur and textile industries",34.0,8.7
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-05,"Waste from petroleum refining, natural gas purification",21.0,17.0
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-06,Waste from inorganic chemical processes,455.0,400.7
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-07,Waste from organic chemical processes,1739.0,1516.4
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",945.0,103.6
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-09,Waste from the photographic industry,17.0,1.6
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-10,Waste from thermal processes,150.0,381.4
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-11,Waste from chemical surface treatment,234.0,34.6
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-12,Waste from mechanical shaping processes,930.0,92.8
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-13,Oil waste and liquid fuel waste,1278.0,49.2
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-14,"Waste from organic solvents, coolants",557.0,13.3
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-15,"Packaging waste, absorbents, wipes",2820.0,594.9
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-16,Waste not included elsewhere in the inventory,1386.0,193.8
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-17,construction and demolition waste,1654.0,1347.8
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-18,Waste from medical supplies,147.0,12.7
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-19,"Waste from waste treatment plants, etc.",451.0,1055.1
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-20,Municipal waste (household waste and similar waste),2823.0,525.8
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",EAV-99,Hazardous waste,,
2018,WZ08-20-03,"Chem. And Pharma. Products, Rubber, Plastic Products",,In total,2987.0,7729.4
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-01,waste from the extraction of mineral resources,23.0,52.1
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-02,"Waste from agriculture, forestry, etc.",35.0,0.4
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-03,"Waste from woodworking, etc.",70.0,12.8
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-04,"Waste from the leather, fur and textile industries",,
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-05,"Waste from petroleum refining, natural gas purification",8.0,0.8
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-06,Waste from inorganic chemical processes,97.0,5.0
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-07,Waste from organic chemical processes,153.0,7.1
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",269.0,85.8
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-09,Waste from the photographic industry,4.0,0.0
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-10,Waste from thermal processes,535.0,2805.8
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-11,Waste from chemical surface treatment,59.0,1.5
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-12,Waste from mechanical shaping processes,214.0,14.2
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-13,Oil waste and liquid fuel waste,441.0,15.6
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-14,"Waste from organic solvents, coolants",128.0,0.4
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-15,"Packaging waste, absorbents, wipes",844.0,137.5
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-16,Waste not included elsewhere in the inventory,381.0,45.6
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-17,Construction and demolition waste,600.0,334.8
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-18,Waste from medical care,,
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-19,"Waste from waste treatment plants, etc.",124.0,144.0
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-20,Municipal waste (household waste and similar waste),892.0,105.4
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-99,Hazardous waste,,
2018,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",,In total,940.0,3768.9
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-01,Waste from the extraction of mineral resources,5.0,2.3
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-02,"Waste from agriculture, forestry, etc.",122.0,4.8
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-03,"Waste from wood processing, etc.",36.0,2.4
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-04,"Waste from the leather, fur and textile industries",3.0,0.2
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-05,"Waste from petroleum refining, natural gas purification",13.0,3.8
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-06,Waste from inorganic chemical processes,334.0,72.2
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-07,Waste from organic chemical processes,381.0,15.4
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",689.0,16.9
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-09,Waste from the photographic industry,35.0,0.1
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-10,Waste from thermal processes,387.0,6868.6
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-11,Waste from chemical surface treatment,570.0,481.8
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-12,Waste from mechanical shaping processes,1540.0,2170.5
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-13,waste oil and liquid fuel waste,1149.0,54.7
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-14,"Waste from organic solvents, coolants",423.0,7.0
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-15,"Packaging waste, absorbent masses, wipes",1835.0,225.7
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-16,Waste not included elsewhere in the inventory,944.0,517.7
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-17,construction and demolition waste,1190.0,1156.7
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-18,Waste from medical supplies,15.0,0.0
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-19,"Waste from waste treatment plants, etc.",332.0,188.3
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-20,Municipal waste (household waste and similar waste),1792.0,481.3
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",EAV-99,Hazardous waste,,
2018,WZ08-24-03,"Metal Production And Processing, Manufacturing V.Metal Ore.",,In total,1912.0,12270.4
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-01,Waste from the extraction of mineral resources,10.0,0.2
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-02,"Waste from agriculture, forestry, etc.",529.0,23.5
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-03,"Waste from woodworking, etc.",84.0,15.9
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-04,"Waste from the leather, fur and textile industries",20.0,5.6
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-05,"Waste from petroleum refining, natural gas purification",9.0,0.0
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-06,Waste from inorganic chemical processes,566.0,42.5
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-07,Waste from organic chemical processes,1146.0,72.1
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",2339.0,195.1
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-09,Waste from the photographic industry,82.0,0.5
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-10,Waste from thermal processes,333.0,287.1
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-11,Waste from chemical surface treatment,844.0,89.0
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-12,Waste from mechanical shaping processes,3397.0,3648.2
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-13,waste oil and liquid fuel waste,2449.0,72.9
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-14,"Waste from organic solvents, coolants",1317.0,17.3
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-15,"Packaging waste, absorbent masses, wipes",5086.0,846.2
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-16,Waste not included elsewhere in the inventory,2687.0,367.2
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-17,construction and demolition waste,3019.0,1269.6
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-18,Waste from medical supplies,46.0,0.1
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-19,Waste from waste treatment plants e.g.,608.0,152.3
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-20,Municipal waste (household waste and similar waste),5191.0,1270.2
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",EAV-99,Hazardous waste,,
2018,WZ08-26-03,"Dv Devices, Electrical And Optical Manufacturing, Vehicle Construction, Etc.",,In total,5402.0,8375.5
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-01,waste from the extraction of mineral resources,4.0,1.3
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-02,"Waste from agriculture, forestry, etc.",25.0,5.1
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-03,"Waste from woodworking, etc.",238.0,232.1
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-04,"Waste from the leather, fur and textile industries",21.0,1.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-05,"Waste from petroleum refining, natural gas purification",,
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-06,Waste from inorganic chemical processes,79.0,1.3
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-07,Waste from organic chemical processes,182.0,32.4
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",298.0,5.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-09,Waste from the photographic industry,11.0,0.0
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-10,Waste from thermal processes,142.0,3.4
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-11,Waste from chemical surface treatment,116.0,3.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-12,Waste from mechanical shaping processes,354.0,38.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-13,waste oil and liquid fuel waste,200.0,1.3
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-14,"Waste from organic solvents, coolants",162.0,0.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-15,"Packaging waste, absorbent masses, wipes",906.0,87.9
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-16,Waste not included elsewhere in the inventory,250.0,3.0
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-17,Construction and demolition waste,360.0,28.7
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-18,Waste from medical care,32.0,1.6
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-19,"Waste from waste treatment plants, etc.",71.0,6.3
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-20,Municipal waste (household waste and similar waste),949.0,93.0
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,EAV-99,Hazardous waste,,
2018,WZ08-31-02,Manufacture Of Furniture And Other Goods,,In total,995.0,547.5
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-01,waste from the extraction of mineral resources,8.0,0.8
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-02,"Waste from agriculture, forestry, etc.",100.0,11.6
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-03,"Waste from wood processing, etc.",5.0,1.4
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-04,"Waste from the leather, fur and textile industries",,
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-05,"Waste from petroleum refining, natural gas purification",8.0,0.0
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-06,Waste from inorganic chemical processes,57.0,0.3
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-07,Waste from organic chemical processes,90.0,2.6
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",154.0,0.1
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-09,Waste from the photographic industry,6.0,0.0
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-10,Waste from thermal processes,69.0,11485.7
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-11,Waste from chemical surface treatment,27.0,0.0
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-12,Waste from mechanical shaping processes,98.0,3.6
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-13,waste oil and liquid fuel waste,278.0,11.3
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-14,"Waste from organic solvents, coolants",62.0,0.1
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-15,"Packaging waste, absorbent masses, wipes",462.0,19.8
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-16,Waste not included elsewhere in the inventory,342.0,27.1
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-17,construction and demolition waste,355.0,1116.1
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-18,Waste from medical care,11.0,0.0
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-19,Waste from waste treatment plants e.g.,176.0,809.8
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-20,Municipal waste (household waste and similar waste),513.0,64.4
2018,WZ08-35-01,"Energy Supply, Water Supply",EAV-99,Hazardous waste,,
2018,WZ08-35-01,"Energy Supply, Water Supply",,In total,526.0,13554.5
2018,WZ08-45-04,Services,EAV-01,waste from the extraction of mineral resources,7.0,0.1
2018,WZ08-45-04,Services,EAV-02,"Waste from agriculture, forestry, etc.",723.0,95.4
2018,WZ08-45-04,Services,EAV-03,"Waste from woodworking, etc.",57.0,1.1
2018,WZ08-45-04,Services,EAV-04,"Waste from the leather, fur and textile industries",10.0,0.1
2018,WZ08-45-04,Services,EAV-05,"Waste from petroleum refining, natural gas purification",,
2018,WZ08-45-04,Services,EAV-06,Waste from inorganic chemical processes,232.0,40.2
2018,WZ08-45-04,Services,EAV-07,Waste from organic chemical processes,436.0,108.4
2018,WZ08-45-04,Services,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",472.0,2.0
2018,WZ08-45-04,Services,EAV-09,Waste from the photographic industry,181.0,0.6
2018,WZ08-45-04,Services,EAV-10,Waste from thermal processes,41.0,0.9
2018,WZ08-45-04,Services,EAV-11,Waste from chemical surface treatment,99.0,1.4
2018,WZ08-45-04,Services,EAV-12,Waste from mechanical shaping processes,276.0,8.2
2018,WZ08-45-04,Services,EAV-13,Oil waste and liquid fuel waste,554.0,17.8
2018,WZ08-45-04,Services,EAV-14,"Waste from organic solvents, coolants",263.0,1.4
2018,WZ08-45-04,Services,EAV-15,"Packaging waste, absorbent masses, wipes",2852.0,769.4
2018,WZ08-45-04,Services,EAV-16,Waste not included elsewhere in the inventory,1149.0,46.7
2018,WZ08-45-04,Services,EAV-17,construction and demolition waste,1371.0,1001.1
2018,WZ08-45-04,Services,EAV-18,Waste from medical supplies,844.0,265.3
2018,WZ08-45-04,Services,EAV-19,Waste from waste treatment plants e.g.,269.0,67.9
2018,WZ08-45-04,Services,EAV-20,Municipal waste (household waste and similar waste),3332.0,1185.3
2018,WZ08-45-04,Services,EAV-99,Hazardous waste,,
2018,WZ08-45-04,Services,,In total,3377.0,3613.5
