Year,EAV Code,Waste Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste generated in-house (1000t),Waste delivered from within the country (1000t),Waste delivered from abroad (1000t)
2020,EAV-130306-G,Chlorine. Insulating and heat transfer oils (oh.130301),,,,,
2020,EAV-130307-G,Non-chlorinated insulating and heat transfer oils,28.0,10.3,0.2,8.7,1.3
2020,EAV-130308-G,Synthetic insulating and heat transfer oils,19.0,1.0,0.0,0.9,
2020,EAV-130309-G,biologist easily degradable. Insulation and Heat transfer oils,,,,,
2020,EAV-130310-G,Other insulating and heat transfer oils,11.0,0.8,0.0,0.2,0.6
2020,EAV-130401-G,Bilge oils from inland shipping,7.0,4.8,,4.8,
2020,EAV-130402-G,Bilge oils from pier drains,,,,,
2020,EAV-130403-G,Bilge oils from other shipping,9.0,103.4,,103.4,
2020,EAV-130501-G,Solid waste from sand traps and oil/water separation.,81.0,62.6,26.1,36.5,
2020,EAV-130502-G,Sludges from oil/water separators,122.0,137.3,11.5,125.2,0.6
2020,EAV-130503-G,Sludge from intake shafts,87.0,81.4,3.1,78.1,0.2
2020,EAV-130506-G,Oils from oil/water separators,13.0,5.6,0.7,4.9,
2020,EAV-130507-G,Oily water from oil/water separators,73.0,41.6,13.8,27.8,
2020,EAV-130508-G,"Waste mixtures from sand traps, oil/water separation.",107.0,185.4,3.0,181.5,0.9
2020,EAV-130701-G,heating oil and diesel,43.0,16.7,5.6,11.1,
2020,EAV-130702-G,Petrol,16.0,0.9,,0.9,
2020,EAV-130703-G,Other fuels (including mixtures),45.0,19.6,4.5,14.4,0.7
2020,EAV-130801-G,Oil waste: sludges or emulsions from desalinators,,,,,
2020,EAV-130802-G,Oil waste: Other emulsions,65.0,39.7,14.4,24.8,0.4
2020,EAV-130899-G,Oil waste: wastes not otherwise specified,52.0,22.7,0.0,22.7,
2020,EAV-140601-G,"Chlorofluorocarbons, HCFC, HFC",13.0,2.3,0.0,1.8,0.5
2020,EAV-140602-G,Other halogenated solvents and solvent-based,34.0,6.3,0.0,3.3,3.0
2020,EAV-140603-G,Other solvents and solvent mixtures,77.0,67.0,2.2,54.4,10.4
2020,EAV-140604-G,"Sludges, solid waste (halogenated solvents)",13.0,2.6,1.9,0.5,0.2
2020,EAV-140605-G,"Sludge, solid waste (other solvents)",25.0,3.9,0.0,3.9,0.0
2020,EAV-150101-U,Paper and cardboard packaging,543.0,3069.8,42.8,3004.1,22.9
2020,EAV-150102-U,Plastic packaging,587.0,880.4,19.8,779.5,81.1
2020,EAV-150103-U,Wooden packaging,416.0,665.0,10.6,651.2,3.1
2020,EAV-150104-U,Metal packaging,120.0,36.2,0.1,32.3,3.9
2020,EAV-150105-U,composite packaging,87.0,47.0,,46.4,0.6
2020,EAV-15010600-U,Mixed packaging cannot be differentiated,529.0,2225.6,12.5,2126.8,86.4
2020,EAV-15010601-U,Lightweight packaging (LVP),63.0,1882.8,0.0,1821.8,61.0
2020,EAV-15010602-U,Mixed recyclables plus lightweight packaging,24.0,308.3,0.8,307.5,
2020,EAV-150107-U,Glass packaging,129.0,2604.0,0.2,2411.0,192.9
2020,EAV-150109-U,Textile packaging,5.0,0.4,,0.4,
2020,EAV-150110-G,Packaging with residues of dangerous substances,121.0,40.7,1.5,36.3,3.0
2020,EAV-150111-G,Metal packaging,3.0,2.3,,0.8,1.5
2020,EAV-150202-G,"Absorbent and filter materials, wipes",156.0,133.6,4.2,124.1,5.3
2020,EAV-150203-U,Absorbent and filter materials (without 150202),191.0,33.4,0.4,32.1,0.9
2020,EAV-160103-U,scrap tires,196.0,675.0,0.2,601.2,73.6
2020,EAV-160104-G,end-of-life vehicles,1066.0,461.0,0.0,456.6,4.3
2020,EAV-160106-U,End-of-life vehicles without dangerous components,66.0,309.8,8.7,288.9,12.1
2020,EAV-160107-G,Old vehicles: oil filter,24.0,5.5,0.0,5.5,
2020,EAV-160108-G,End-of-life vehicles: components containing mercury,,,,,
2020,EAV-160109-G,End-of-life vehicles: components containing PCBs,,,,,
2020,EAV-160110-G,End-of-life vehicles: Explosive components (e.g. from airbags),5.0,2.4,,2.3,0.0
2020,EAV-160111-G,Old vehicles: brake pads containing asbestos,,,,,
2020,EAV-160112-U,Brake pads (without 160111),6.0,3.7,,3.7,0.0
2020,EAV-160113-G,End-of-life vehicles: brake fluids,36.0,9.7,,8.1,1.6
2020,EAV-160114-G,End-of-life vehicles: antifreeze m.dangerous. fabrics,42.0,18.2,0.0,15.8,2.5
2020,EAV-160115-U,Antifreeze (without 160114),9.0,0.3,,0.3,
2020,EAV-160116-U,End-of-life vehicles: LPG tanks,,,,,
2020,EAV-160117-U,End-of-life vehicles: ferrous metals,96.0,232.8,4.1,216.9,11.8
2020,EAV-160118-U,End-of-life vehicles: non-ferrous metals,76.0,41.2,1.7,36.8,2.7
2020,EAV-160119-U,End-of-life vehicles: plastics,62.0,13.1,0.1,11.3,1.6
2020,EAV-160120-U,End-of-life vehicles: glass,37.0,54.5,,39.4,15.2
2020,EAV-16012100-G,"dangerous Components (oh.160107-160111,160113-160114)",13.0,3.8,0.0,3.8,
2020,EAV-16012101-G,"dangerous metal components (oh.160107-11,160113-14)",4.0,1.5,0.2,1.4,
2020,EAV-16012102-G,"dangerous n.metal.components(oh.160107-11,160113-14)",,,,,
2020,EAV-16012200-U,Components cannot be differentiated,10.0,2.5,0.0,2.1,0.4
2020,EAV-16012201-U,Metallic components,,,,,
2020,EAV-16012202-U,Non-metallic components,,,,,
2020,EAV-16012203-U,Vehicle electrical and electronic components,,,,,
2020,EAV-160199-U,End-of-life vehicles: waste n.e.c.,3.0,0.1,,0.1,
2020,EAV-160209-G,transformers and Capacitors containing PCB.,33.0,1.3,0.0,1.2,0.1
2020,EAV-160210-G,Used devices containing PCB (oh.160209),3.0,0.6,,0.6,0.0
2020,EAV-160211-G,Used equipment,44.0,18.1,0.0,18.0,0.2
2020,EAV-160212-G,Used equipment that contains free asbestos,25.0,9.8,,9.8,
2020,EAV-160213-G,Used devices with dangerous components (oh.160209-12),171.0,117.7,1.1,113.0,3.6
2020,EAV-160214-U,Used devices (without 160209 to 160213),228.0,276.8,111.6,154.2,10.9
2020,EAV-16021500-G,Hazardous components removed from used equipment,42.0,31.0,0.2,20.2,10.6
2020,EAV-16021501-G,Waste containing mercury,,,,,
2020,EAV-16021502-G,Circuit boards,,,,,
2020,EAV-16021503-G,Toner cartridges,,,,,
2020,EAV-16021504-G,Plastics with brominated flame retardants,,,,,
2020,EAV-16021505-G,Components containing asbestos,,,,,
2020,EAV-16021506-G,cathode ray tubes,,,,,
2020,EAV-16021507-G,Gas loading lamps,,,,,
2020,EAV-16021508-G,liquid crystal displays,,,,,
2020,EAV-16021509-G,External electrical lines,,,,,
2020,EAV-16021510-G,Components that contain fireproof ceramic fibers,,,,,
2020,EAV-16021511-G,Electrolyte capacitors,,,,,
2020,EAV-16021512-G,Photoconductor drums containing cadmium or selenium,,,,,
2020,EAV-16021600-U,Remove from used devices. Components (oh.160215),144.0,90.7,0.1,62.7,28.0
2020,EAV-16021601-U,External electrical lines (including cables),,,,,
2020,EAV-160303-G,Bad batches: Inorganic waste with hazardous substances,42.0,7.6,0.3,6.3,1.1
2020,EAV-160304-U,Inorganic waste (excluding 160303),68.0,15.8,,12.3,3.5
2020,EAV-160305-G,Bad batches: Organic waste is hazardous. fabrics,39.0,16.4,1.7,11.6,3.2
2020,EAV-160306-U,Organic waste (without 160305),59.0,10.3,0.3,10.0,0.0
2020,EAV-160307-G,Metallic mercury,,,,,
2020,EAV-160401-G,Ammunition waste,4.0,0.8,0.2,0.6,
2020,EAV-160402-G,Fireworks waste,,,,,
2020,EAV-160403-G,Other explosive waste,9.0,0.5,0.1,0.4,0.1
2020,EAV-160504-G,Gases containing dangerous substances in pressure vessels.,45.0,7.5,0.1,6.1,1.3
2020,EAV-160505-U,Gases in pressure vessels (without 160504),8.0,3.8,,3.7,0.1
2020,EAV-160506-G,Laboratory chemicals from hazardous substances,38.0,6.8,0.9,3.6,2.3
2020,EAV-160507-G,Used inorganic chemicals,57.0,5.0,0.1,4.4,0.5
2020,EAV-160508-G,Used organic chemicals,49.0,5.8,0.7,4.5,0.6
2020,EAV-160509-U,Used chemicals (excluding 160506-160508),29.0,3.5,0.1,1.6,1.8
2020,EAV-160601-G,lead-acid batteries,100.0,228.2,0.1,182.4,45.7
2020,EAV-160602-G,Ni~Cd-Battery Garden,12.0,1.8,,0.9,0.9
2020,EAV-160603-G,Batteries containing mercury,4.0,0.2,0.0,0.1,0.0
2020,EAV-160604-U,Alkaline batteries (except 160603),10.0,9.4,4.5,1.5,3.4
2020,EAV-160605-U,Other batteries and accumulators,33.0,14.3,0.1,9.7,4.4
2020,EAV-160606-G,"Separately collected electrolytes a. Batteries, rechargeable battery.",17.0,3.6,,3.6,
2020,EAV-160708-G,"Tanks, barrels: waste containing oil",115.0,92.6,3.4,89.0,0.1
2020,EAV-160709-G,"Tanks, barrels: waste with other hazardous St.",61.0,33.5,8.1,25.3,0.1
2020,EAV-160799-U,"Tanks, barrels: waste n.o.s.",14.0,5.0,3.2,1.8,
2020,EAV-160801-U,Used catalytic converters (without 160807),27.0,10.2,0.1,2.8,7.3
2020,EAV-160802-G,Used catalyst. with.dangerous.transition metals,28.0,19.5,0.9,8.8,9.8
2020,EAV-160803-U,Used catalysts with transition metals,18.0,5.9,0.0,1.4,4.4
2020,EAV-160804-U,Used catalysts v. Cracking process (oh. 160807),8.0,14.2,,2.5,11.8
2020,EAV-160805-G,Used catalysts with phosphoric acid,4.0,0.0,0.0,0.0,
2020,EAV-160806-G,Used fluids (catalysts),5.0,0.1,0.0,0.1,
2020,EAV-160807-G,Used catalytic converters containing dangerous substances,52.0,11.5,0.6,6.0,4.8
2020,EAV-160901-G,"Permanganate, z.B. Potassium permanganate",,,,,
2020,EAV-160902-G,"Chromates (potassium chromate, potassium or sodium dichromate)",,,,,
2020,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",11.0,0.1,0.0,0.1,0.0
2020,EAV-160904-G,Oxidizing substances n.e.c.,8.0,0.3,,0.2,0.1
2020,EAV-161001-G,Aqueous liquid waste containing hazardous substances,87.0,140.1,1.5,124.4,14.2
2020,EAV-161002-U,Aqueous liquid waste (excluding 161001),95.0,170.0,0.0,169.7,0.3
2020,EAV-161003-G,Aqueous concentrates with dangerous substances,21.0,7.6,0.0,6.8,0.8
2020,EAV-161004-U,Aqueous concentrates (without 161003),14.0,3.3,0.0,3.3,
2020,EAV-161101-G,Refractory materials from metallurgy. processes,15.0,11.7,,10.0,1.7
2020,EAV-161102-U,Fireproof material made of metallurgical material. Proc. (oh.161101),19.0,1.9,,1.1,0.9
2020,EAV-161103-G,Other linings and fireproof materials,31.0,60.0,,59.8,0.2
2020,EAV-161104-U,Fireproof material made of metallurgical material. percent (oh.161103),137.0,462.9,110.9,342.0,10.0
2020,EAV-161105-G,Non-metallurgical refractory materials. percent,43.0,16.2,0.4,15.4,0.5
2020,EAV-161106-U,Fireproof material a. non-metallurgical process (oh.161105),98.0,51.8,3.9,43.1,4.8
2020,EAV-170101-U,Concrete,2656.0,25211.1,17.3,25193.6,0.3
2020,EAV-170102-U,brick,1333.0,4537.5,6.0,4531.5,0.0
2020,EAV-170103-U,Tiles and ceramics,522.0,502.2,3.0,499.2,0.0
2020,EAV-170106-G,"Mixtures of o. separate fractions v. concrete, etc.",212.0,892.6,20.2,859.3,13.1
2020,EAV-170107-U,"Mixtures of concrete, bricks, etc. (oh.170106)",2661.0,29428.0,87.9,29339.7,0.4
2020,EAV-170201-U,Holz,660.0,3123.5,71.9,3028.3,23.3
2020,EAV-170202-U,Glas,262.0,320.4,0.1,288.6,31.7
2020,EAV-170203-U,plastic,258.0,115.2,0.5,112.0,2.8
2020,EAV-170204-G,"Glass, plastic and wood containing dangerous substances",292.0,906.1,3.8,811.6,90.7
2020,EAV-170301-G,Bitumen mixtures containing coal tar,354.0,3314.9,1.4,3263.0,50.5
2020,EAV-170302-U,Bitumen mixtures (without 170301),1808.0,16858.9,40.4,16818.4,0.1
2020,EAV-170303-G,Coal tar and tarry products,127.0,178.8,0.2,178.6,
2020,EAV-170401-U,"copper, bronze, brass",159.0,334.7,2.4,199.4,132.9
2020,EAV-170402-U,Aluminium,202.0,254.3,1.8,205.6,46.9
2020,EAV-170403-U,Nappy,98.0,15.1,0.2,13.9,1.1
2020,EAV-170404-U,Zink,107.0,9.5,0.6,7.4,1.5
2020,EAV-170405-U,iron and Steel,469.0,6082.4,136.8,5787.3,158.3
2020,EAV-170406-U,Zinn,35.0,61.8,0.0,54.0,7.8
2020,EAV-170407-U,Mixed metals,243.0,156.1,1.0,142.8,12.4
2020,EAV-170409-G,Metal waste with hazardous substances,38.0,3.6,0.1,3.2,0.3
2020,EAV-170410-G,"Cables hazardous to oil, coal tar, etc. Substances included",35.0,3.1,0.1,1.8,1.2
2020,EAV-170411-U,Cable (without 170410),200.0,175.9,2.5,141.6,31.9
2020,EAV-170503-G,Soil and stones containing dangerous substances,277.0,2195.0,109.4,2004.9,80.8
2020,EAV-170504-U,Soil and stones (without 170503),3961.0,125178.8,2453.7,122127.4,597.7
2020,EAV-170505-G,Dredged material containing dangerous substances,35.0,43.8,0.1,43.7,
2020,EAV-170506-U,Dredged material (without 170505),116.0,2020.3,1409.0,611.4,
2020,EAV-170507-G,Track ballast containing dangerous substances,40.0,251.0,6.8,145.6,98.6
2020,EAV-170508-U,track ballast (without 170507),195.0,2149.4,3.4,2146.1,
2020,EAV-170601-G,Insulating material that contains asbestos,41.0,14.5,0.4,13.0,1.1
2020,EAV-170603-G,Other insulation material,285.0,192.2,1.8,179.5,10.9
2020,EAV-170604-U,Insulation material (without 170601 and 170603),278.0,63.1,20.7,42.4,
2020,EAV-170605-G,Building materials containing asbestos,282.0,593.2,2.3,584.0,6.9
2020,EAV-170801-G,Contaminated gypsum-based building materials,16.0,0.1,0.0,0.1,
2020,EAV-170802-U,Gypsum-based building materials (without 170801),376.0,765.7,76.7,664.3,24.8
2020,EAV-170901-G,Construction and demolition waste containing mercury,4.0,1.1,,0.6,0.5
2020,EAV-170902-G,Construction and demolition waste containing PCBs,29.0,12.7,0.1,12.4,0.2
2020,EAV-170903-G,Other construction and demolition waste,101.0,48.3,1.6,45.8,0.9
2020,EAV-170904-U,Mixed construction and demolition waste (oh.170901-170903),828.0,3542.9,13.8,3528.8,0.3
2020,EAV-180101-U,Pointed or sharp objects (except 180103),24.0,0.9,,0.9,
2020,EAV-180102-U,"Body parts, organs, blood products (except 180103)",16.0,2.8,,2.8,
2020,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),21.0,11.6,0.0,10.8,0.8
2020,EAV-180104-U,"Wound and plaster bandages, laundry, disposable clothing, diapers",119.0,382.4,0.0,382.0,0.4
2020,EAV-180106-G,Chemicals consisting of dangerous substances,11.0,0.3,0.0,0.3,
2020,EAV-180107-U,Chemicals (excluding 180106),11.0,2.3,,2.3,
2020,EAV-180108-G,Cytotox. and cytostatic drugs for humans,22.0,2.5,,2.3,0.2
2020,EAV-180109-U,Medicines (without 180108),57.0,16.2,0.0,16.0,0.2
2020,EAV-180110-G,Dental amalgam waste,6.0,0.2,,0.1,0.1
2020,EAV-180201-U,Pointed or sharp objects (excluding 180202),,,,,
2020,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),16.0,0.7,0.0,0.6,0.0
2020,EAV-180203-U,Waste (without special requirement for an infection prevention view),23.0,1.8,0.0,1.8,
2020,EAV-180205-G,Chemicals consisting of dangerous substances,3.0,0.0,0.0,0.0,
2020,EAV-180206-U,Chemicals (excluding 180205),,,,,
2020,EAV-180207-G,Cytotoxic and. cytostatic drugs for.animals,,,,,
2020,EAV-180208-U,Medicines (without 180207),5.0,0.0,,0.0,0.0
2020,EAV-190102-U,"Combustion, pyrolysis: iron parts, rust and boiler ash",27.0,44.1,,44.1,0.1
2020,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",26.0,104.3,15.7,48.0,40.5
2020,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from exhaust gas tank.",19.0,78.4,13.5,64.9,
2020,EAV-190107-G,"Combustion, pyrolysis: solid waste a. flue gas treatment",38.0,769.3,22.6,650.4,96.2
2020,EAV-190110-G,"Combustion, pyrolysis: used activated carbon a. Exhaust gas tank",17.0,11.9,0.5,11.1,0.3
2020,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",65.0,561.1,33.0,526.6,1.5
2020,EAV-190112-U,"Bottom ash, boiler ash and slag (oh.190111)",207.0,9469.2,208.5,9147.8,112.8
2020,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",44.0,776.9,30.1,591.6,155.2
2020,EAV-190114-U,Filter dust (without 190113),13.0,46.1,,6.0,40.2
2020,EAV-190115-G,"Combustion, pyrolysis: Boiler dust with hazardous fabrics",20.0,81.5,2.3,67.3,11.9
2020,EAV-190116-U,Boiler dust (without 190115),10.0,34.1,,34.1,
2020,EAV-190117-G,Pyrolysis Wastes containing dangerous substances,8.0,8.0,0.0,0.3,7.6
2020,EAV-190118-U,Pyrolysis waste (excluding 190117),5.0,0.4,,0.4,
2020,EAV-190119-U,"Combustion, pyrolysis: sands from fluidized bed combustion",8.0,39.9,0.3,39.6,
2020,EAV-190199-U,"Incineration, pyrolysis of waste: waste n.e.c.",9.0,9.3,0.4,7.4,1.6
2020,EAV-190203-U,Premixed waste from non-hazardous waste,23.0,240.0,152.2,86.2,1.5
2020,EAV-190204-G,Premixed waste with at least one hazardous waste,66.0,898.5,190.3,632.6,75.6
2020,EAV-190205-G,Sludge from physical and chemical treatment,113.0,620.5,17.6,530.2,72.7
2020,EAV-190206-U,Sludge a. physical-chemical treatment (oh.190205),55.0,133.7,0.2,129.3,4.2
2020,EAV-190207-G,Oil and concentrates from separation processes,64.0,154.1,3.3,123.6,27.1
2020,EAV-190208-G,Liquid combustible waste with hazardous fabrics,32.0,104.1,10.0,92.6,1.5
2020,EAV-190209-G,Solid combustible waste containing hazardous substances,10.0,3.5,0.0,3.2,0.3
2020,EAV-190210-U,Combustible waste (excluding 190208 and 190209),9.0,77.0,,77.0,
2020,EAV-190211-G,Other wastes containing dangerous substances,28.0,14.6,,9.7,4.9
2020,EAV-19029900-U,Physics-chem. Treatment of waste: waste not otherwise specified,,,,,
2020,EAV-19029950-U,Products resulting from waste treatment,,,,,
2020,EAV-190304-G,As dangerous. classified partially stabilized waste,17.0,161.2,0.8,110.7,49.7
2020,EAV-190305-U,Stabilized waste (without 190304),14.0,69.7,40.9,28.6,0.2
2020,EAV-190306-G,Solidified waste classified as hazardous,14.0,380.6,,379.6,0.9
2020,EAV-190307-U,Solidified waste (excluding 190306),29.0,260.8,4.6,256.3,
2020,EAV-190308-G,Partially stabilized mercury,,,,,
2020,EAV-190401-U,Vitrified waste,,,,,
2020,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,,,
2020,EAV-190403-G,Non-vitrified solid phase,,,,,
2020,EAV-190404-U,Aqueous liquid waste from tempering,,,,,
2020,EAV-190501-U,Non-composted fraction of municipal waste,85.0,281.8,84.4,186.7,10.6
2020,EAV-190502-U,Non-composted fraction v. animal and plant waste,32.0,78.1,27.3,50.7,
2020,EAV-190503-U,Out-of-spec compost,36.0,149.3,65.8,83.5,
2020,EAV-19059900-U,Waste n.e.c. not differentiable,15.0,247.5,87.2,160.3,
2020,EAV-19059901-U,Compost (according to specifications),,,,,
2020,EAV-190603-U,Liquids from municipal waste treatment,4.0,7.0,4.2,2.8,
2020,EAV-190604-U,Fermentation residue/sludge from container v.municipal waste,31.0,200.3,52.1,148.2,
2020,EAV-190605-U,liquids from container v. animal and plant waste,,,,,
2020,EAV-190606-U,Fermentation residue/sludge a. Storage of animal and plant waste,15.0,33.0,24.4,8.6,
2020,EAV-190699-U,Anaerobic treatment of waste: waste n.e.c.,3.0,55.6,,55.6,
2020,EAV-190702-G,"Landfill leachate, the hazardous contains substances",40.0,285.7,176.2,109.5,
2020,EAV-190703-U,Landfill leachate (without 190702),35.0,259.5,162.6,96.9,
2020,EAV-190801-U,Screening and rake residues,171.0,161.1,9.0,152.1,
2020,EAV-190802-U,sand trap residues,242.0,145.7,12.3,132.5,0.9
2020,EAV-190805-U,Sludge from the treatment of v. municipal waste water,256.0,7747.1,3026.0,4574.1,147.0
2020,EAV-190806-G,Saturated or spent ion exchange resins,17.0,0.4,0.0,0.4,0.0
2020,EAV-190807-G,Solutions and sludges from regeneration of ion exchange.,,,,,
2020,EAV-190808-G,Waste containing heavy metals from membrane systems,6.0,3.4,0.0,3.4,0.0
2020,EAV-190809-U,Fat and oil mixtures from oil separators (edible oils),43.0,51.7,1.8,50.0,
2020,EAV-190810-G,Grease and oil mixtures from oil separators (oh.190809),6.0,0.4,,0.4,
2020,EAV-190811-G,Sludge from biological treatment of industrial wastewater,26.0,368.5,324.5,44.0,
2020,EAV-190812-U,Sludge a. biol.beh.v.industr.wastewater (oh.190811),67.0,345.1,15.9,263.6,65.6
2020,EAV-190813-G,Sludge with dangerous Substances from industrial waste water,106.0,109.9,49.0,58.7,2.3
2020,EAV-190814-U,Sludge from industrial wastewater (excluding 190813),150.0,216.5,86.4,130.1,0.0
2020,EAV-190899-U,Wastewater treatment plants: wastes n.e.c.,19.0,7.4,0.2,7.2,
2020,EAV-190901-U,Solid waste from primary filtration and screening residue,67.0,21.4,1.0,20.4,
2020,EAV-190902-U,Sludge from water purification,140.0,189.3,138.3,51.0,
2020,EAV-190903-U,Sludge from decarbonatization,32.0,21.5,4.5,17.0,
2020,EAV-190904-U,Used activated carbon,51.0,10.4,0.0,6.7,3.6
2020,EAV-190905-U,Saturated or used ion exchange resins,61.0,1.9,0.1,1.8,
2020,EAV-190906-U,Solutions and sludges from regeneration of ion exchange.,6.0,13.2,4.6,8.7,
2020,EAV-190999-U,Industrial water: waste n.e.c.,,,,,
2020,EAV-191001-U,Iron and steel waste,38.0,124.9,0.2,111.9,12.8
2020,EAV-191002-U,Non-ferrous metal waste,46.0,83.1,0.0,51.6,31.5
2020,EAV-191003-G,Shredder light fractions and dust,17.0,31.4,,25.1,6.3
2020,EAV-191004-U,Shredder light fractions and dust (without 191003),32.0,182.8,28.0,145.9,8.9
2020,EAV-191005-G,Other factions that are dangerous. contain substances,7.0,4.7,,2.9,1.9
2020,EAV-191006-U,Other factions (excluding 191005),24.0,297.8,56.3,173.3,68.2
2020,EAV-191101-G,Used oil treatment: used filter clay,6.0,2.2,,2.2,
2020,EAV-191102-G,Waste oil processing: acid tars,,,,,
2020,EAV-191103-G,Waste oil processing: Aqueous liquid waste,,,,,
2020,EAV-191104-G,Waste oil treatment: Abf.a.d. Fuel cleaning with bases,,,,,
2020,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),8.0,0.1,,0.1,
2020,EAV-191106-U,Sludge from operational. Wastewater treatment (oh.191105),9.0,2.5,,2.5,
2020,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,,,
2020,EAV-19119900-U,Waste n.e.c,,,,,
2020,EAV-19119950-U,"Base oil (starting material for lubricant), (SK)",,,,,
2020,EAV-19119951-U,"Lubricant, (SS)",,,,,
2020,EAV-19119952-U,Middle distillate component,,,,,
2020,EAV-19119953-U,"Light heating oil (including diesel), (HL)",,,,,
2020,EAV-19119954-U,Fuel oil heavy component,,,,,
2020,EAV-19119955-U,"Heating oil, heavy, (HS)",,,,,
2020,EAV-19120100-U,"Mechanical waste treatment: paper, cardboard not different.",97.0,301.4,14.0,283.4,3.9
2020,EAV-19120101-U,Mechanical waste treatment: Lower grades (Group I),,,,,
2020,EAV-19120102-U,Mechanical waste treatment: Medium grades (Group II),,,,,
2020,EAV-19120103-U,Mechanical Waste Treatment: Better Varieties (Group III),,,,,
2020,EAV-19120104-U,Mechanical waste treatment: Powerful varieties (Gr.IV),,,,,
2020,EAV-19120105-U,Mechanical waste treatment: special types (Group V),,,,,
2020,EAV-191202-U,Mechanical waste treatment: ferrous metals,195.0,1457.6,9.1,1320.6,127.9
2020,EAV-191203-U,Mechanical waste treatment: non-ferrous metals,155.0,687.4,1.1,501.3,185.0
2020,EAV-191204-U,Mechanical waste treatment: plastic and rubber,302.0,1723.1,25.2,1395.0,302.9
2020,EAV-19120500-U,Mechanical waste treatment: Glass cannot be differentiated,46.0,255.1,0.1,197.7,57.2
2020,EAV-19120501-U,Mechanical waste treatment: white glass,,,,,
2020,EAV-19120502-U,Mechanical waste treatment: amber glass,,,,,
2020,EAV-19120503-U,Mechanical waste treatment: green glass,,,,,
2020,EAV-19120504-U,Mechanical waste treatment: stained glass,,,,,
2020,EAV-19120505-U,Mechanical waste treatment: mixed glass,,,,,
2020,EAV-191206-G,Mechanical waste treatment: wood with hazardous fabrics,85.0,1438.3,89.1,1054.2,295.0
2020,EAV-191207-U,wood (without 191206),242.0,4850.6,292.9,4098.0,459.7
2020,EAV-191208-U,Mechanical waste treatment: textiles,36.0,64.5,0.1,38.1,26.2
2020,EAV-19120900-U,"Mechanical waste treatment: minerals (sand, stones)",251.0,2794.5,349.3,2424.4,20.7
2020,EAV-19120901-U,Products for use in road and Road construction,,,,,
2020,EAV-19120902-U,Products for use in other earthworks,14.0,152.1,6.2,145.9,
2020,EAV-19120903-U,products f.d. Use in concrete mixing plants,,,,,
2020,EAV-19120904-U,Products for use in asphalt mixing plants,331.0,9951.5,,9951.5,
2020,EAV-19120905-U,Products for other uses,,,,,
2020,EAV-19120906-U,Hot mix for road and path construction,,,,,
2020,EAV-191210-U,Combustible waste (fuels from waste),210.0,6179.8,56.0,5844.6,279.2
2020,EAV-191211-G,Other waste (including mixed materials),108.0,1338.3,5.0,1251.5,81.9
2020,EAV-191212-U,Other waste (without 191211),515.0,10050.5,367.7,9307.8,375.1
2020,EAV-191301-G,Solid waste from soil remediation,32.0,209.2,,199.8,9.4
2020,EAV-191302-U,Solid waste from soil remediation (oh.191301),55.0,495.4,2.0,482.2,11.2
2020,EAV-191303-G,Sludges from soil remediation,10.0,49.2,0.0,49.2,
2020,EAV-191304-U,Sludge from soil remediation (oh.191303),4.0,1.6,,1.6,
2020,EAV-191305-G,Sludge from groundwater remediation,20.0,1.0,,1.0,
2020,EAV-191306-U,Sludge from groundwater remediation (oh.191305),20.0,1.9,0.4,1.4,
2020,EAV-191307-G,Aqueous wastewater and concentrates from groundwater remediation.,15.0,0.5,0.1,0.4,
2020,EAV-191308-U,Aqueous waste and conc. a.Groundwater sanitation. (oh.191307),6.0,0.4,0.2,0.2,
2020,EAV-200101-U,Paper and cardboard,507.0,3836.8,89.2,3729.5,18.1
2020,EAV-200102-U,Glas,87.0,275.7,0.0,212.6,63.1
2020,EAV-200108-U,Biodegradable kitchen and canteen waste,175.0,978.4,60.9,899.0,18.5
2020,EAV-200110-U,clothing,40.0,131.7,,124.9,6.8
2020,EAV-200111-U,textiles,91.0,64.2,0.0,62.7,1.5
2020,EAV-200113-G,solvent,30.0,6.6,0.1,5.4,1.1
2020,EAV-200114-G,acids,31.0,1.9,0.0,0.7,1.1
2020,EAV-200115-G,Lye,31.0,1.5,0.0,0.8,0.7
2020,EAV-200117-G,Photochemical,25.0,0.1,0.0,0.1,0.0
2020,EAV-200119-G,pesticides,29.0,1.8,0.0,1.3,0.4
2020,EAV-200121-G,Fluorescent tubes and other waste containing mercury,70.0,9.1,0.0,7.7,1.3
2020,EAV-200123-G,Used equipment with chlorofluorocarbons,62.0,185.0,3.3,159.0,22.6
2020,EAV-200125-U,edible oils and fats,38.0,177.2,0.7,53.4,123.0
2020,EAV-200126-G,Oils and fats (excluding 200125),21.0,0.5,0.0,0.5,0.0
